Comuna,Poblacion,Infectados,Suceptibles,Expuestos,Asintomaticos,UCI,Muerto,Recuperados,Cuarentenados,Time,Prevalencia,K_g,p_G,K_0,Fecha,Cuarentena,Estrategia
nogales,22120,31.42625469138637,22022.80117280328,7.73669639391192,28.87364086921031,1.1704911170047152,0.11509028149400319,27.876653843706865,8.47778384883305e-15,12,142.0716758200107,2.6906201375762078,0.024999999999999998,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
olmue,17516,19.44797066260677,17449.845008774137,2.226161640953565,12.886194927918075,1.270747056001204,0.24488008479456952,30.099036853596665,5.32518184932874e-15,12,111.02974801670912,2.395310068788104,0.012499999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
panquehue,7273,10.401887872377529,7240.695474004804,1.8641901491746748,8.20542000183262,0.46523958198307086,0.05222526312613737,11.315563126701182,9.166677924504585e-16,12,143.02059497287954,2.395310068788104,0.012499999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
papudo,6356,7.720148745449639,6325.809572433493,5.761277516724843,11.781902024572679,0.20050828162375714,0.018255736989148265,4.7083352611455345,6.992627824779059e-16,12,121.46237799637568,4.46248055030483,0.09999999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
petorca,9826,2.50471553763794,9792.571243839096,0.042136407150270776,1.55222024845624,1.2617257484844402,0.5779680850300121,27.489990134145835,0,12,25.490693442274985,2.104614219824814,3.9062499999999997e-4,0,2020-04-26, Sin cuarentena,Cuarentena dinámica
puchuncavi,18546,25.34397771432616,18448.174842114586,18.665688862888135,38.981622233773265,0.6157371119660234,0.0501676391458313,14.167964323317864,5.947134333784207e-15,12,136.65468410614776,4.46248055030483,0.09999999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
putaendo,16754,23.016536444222456,16674.405974563742,7.856576941978009,24.93977209433069,0.9497243013537084,0.1768928304232363,22.654522823948607,4.8606864717950226e-15,12,137.37935086679275,3.2812402751524155,0.049999999999999996,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
quillota,90517,95.4222891177186,90146.0564691633,8.85512180009527,58.41338971416601,7.866771678973087,1.8733673181507713,198.51259120758945,1.4218451313450535e-13,12,105.41919100027467,2.247655034394052,0.0062499999999999995,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
quilpue,151708,194.99000306624055,151050.77522047816,27.163740089475315,141.36476087019727,11.50659841263187,2.206763193698057,279.99291388955083,3.9905590545113086e-13,12,128.52980928246404,2.395310068788104,0.012499999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
quintero,31923,50.41230916484277,31758.42803035886,11.263805235915019,44.06969999898303,2.2316963011828808,0.31444299903127015,56.28001594119632,1.7637990521301813e-14,12,157.91845742832055,2.6906201375762078,0.024999999999999998,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
rinconada,10207,5.745307247321489,10177.351543436813,0.4299036194873739,3.3762304140899224,0.7437099614417719,0.24190051762114,19.15140480322496,1.8119900355651803e-15,12,56.287912680723906,2.1738275171970263,0.0031249999999999997,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
san antonio,91350,101.59253477693007,90913.83356452746,5.704652053728763,51.661165429529284,10.418633392060881,2.645274098768217,264.14417572153724,1.4471208207093312e-13,12,111.21240807545712,2.1738275171970263,0.0031249999999999997,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
san esteban,18855,28.73456742839685,18762.88235666364,9.831357294077447,31.072732752589896,0.9125302406317818,0.0839498736469385,21.482505747019406,6.153018908073967e-15,12,152.39759972631583,3.2812402751524155,0.049999999999999996,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
san felipe,76844,120.99042230820712,76456.39550650322,20.86033052506941,95.00050598078619,5.836025671359443,0.8488790109195857,144.06833000043795,1.0223442616466721e-13,12,157.44940699105604,2.395310068788104,0.012499999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
santa maria,15241,21.385729310277323,15170.16098200223,7.571794860010309,23.556915984363677,0.6640593862792508,0.06037107885964049,17.600147377982715,4.022457878640658e-15,12,140.31710065138327,3.2812402751524155,0.049999999999999996,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
santo domingo,10900,4.112632293003824,10848.949658625048,0.07530975679329918,2.423931913840903,1.7268263646021367,0.777073451665293,41.93456759505004,2.0631657448051513e-15,12,37.730571495447926,2.1023071099124073,1.9531249999999998e-4,0,2020-04-26, Sin cuarentena,Cuarentena dinámica
valparaiso,296655,486.0358000953992,295050.69703792164,60.66337445511587,336.9595514154256,27.59971084250196,4.638545166437401,688.4059801033735,1.5231312893260094e-12,12,163.83873526331908,2.395310068788104,0.012499999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
villa alemana,126548,167.917169892131,126011.83734227152,31.818716516382587,140.07586665504155,7.550529972450935,1.0973332232721784,187.70304146919747,2.776247423647433e-13,12,132.6904968013173,2.6906201375762078,0.024999999999999998,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
viña del mar,334248,542.067391962069,332312.34998504096,54.80507134787426,341.64252079557735,38.28655189301115,7.80355534495869,951.0449236155032,1.9331203189172445e-12,12,162.1752088156306,2.247655034394052,0.0062499999999999995,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
zapallar,7339,8.166058750348832,7306.801281046576,6.387948658672728,12.875253024337805,0.19811237085678973,0.01692749782003851,4.554418651388744,9.328645961650203e-16,12,111.2693657221533,4.46248055030483,0.09999999999999999,0.5,2020-04-26,Cuarentena,Cuarentena dinámica
algarrobo,13817,8.32416929087939,13764.51839215116,0.2989053636903558,3.5226142248991628,1.321132326140333,0.4599628494839936,38.554823793744674,3.317395293582187e-15,13,60.245851421288194,2.136913758598513,0.0015624999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
cabildo,19388,25.47435509141122,19304.35635113093,9.43109398511663,28.694436361406858,0.8073070785890356,0.08344049345072813,19.15301585909222,6.51269410453911e-15,13,131.392382357186,3.2812402751524155,0.049999999999999996,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
calera,50554,60.09007324769163,50320.50744733561,5.082372243231441,35.19511339801611,4.755309812173798,1.1235296907615127,127.24615427252466,4.431692190639421e-14,13,118.86314287235753,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
calle larga,14832,13.610710827657796,14775.771844690618,1.1654721670737584,8.091090650228088,1.2109282582915333,0.33941349927915365,31.850539906851942,3.819946918154152e-15,13,91.76584970103691,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
cartagena,22738,23.942708132578023,22635.81634495363,1.2064370337489996,11.294507661069492,2.459713243427638,0.6208784381899806,62.69941053736333,8.96989809144416e-15,13,105.29821502585109,2.1738275171970263,0.0031249999999999997,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
casablanca,26867,25.50326277716117,26759.707190266246,1.4617290149271647,12.615859425575872,2.402498844376405,0.5744454190779611,64.73501425263379,1.2532100457821649e-14,13,94.92411797804432,2.1738275171970263,0.0031249999999999997,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
catemu,13998,16.665093002873075,13945.738750544964,2.104658608255536,11.453865991772979,0.8522220889739385,0.10729498156204656,21.0781147815979,3.400434602861835e-15,13,119.05338621855317,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
concon,42152,39.69925753387577,41978.17774893252,2.6508860263528424,21.21971225748343,3.943380316432228,1.1075206982171233,105.20149423512413,3.084237826565442e-14,13,94.18119551593229,2.1738275171970263,0.0031249999999999997,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
el quisco,15955,4.874714246258986,15911.45064564546,0.10200034998457239,2.0513313909720163,1.613299723806284,0.7507257264890707,34.23728291702931,0,13,30.552894053644533,2.1184568792992566,7.812499999999999e-4,0,2020-04-27, Sin cuarentena,Cuarentena dinámica
el tabo,13286,8.321768768768234,13240.353453011134,0.3107083920308497,3.5535777037142586,1.326656850061862,0.4662920522331664,31.667543222057134,3.0682710281770125e-15,13,62.63562222465928,2.136913758598513,0.0015624999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
hijuelas,17988,22.873026994319545,17915.544345557002,2.7763319901100805,15.43016902543807,1.2047275715108576,0.15571003790514143,30.015688823714296,5.612674788937105e-15,13,127.15714361974398,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
juan fernandez,926,1.1495825991302926,922.0102562688588,0.07441351671693071,0.580863424923379,0.08205271053887865,0.012910401537946288,2.0899210782934783,1.4874051899763178e-17,13,124.14498910694304,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
la ligua,35390,56.61151705259433,35212.07946583399,9.901895907499533,44.01939876191792,2.5775575188336415,0.30298882449923925,64.5071761006713,2.1683479962101762e-14,13,159.9647274727164,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
limache,46121,20.956449407794654,45977.170883560284,0.7888765586397571,9.933461236035344,3.986001851682116,1.5991564953619295,106.56517089021435,3.6997447825794444e-14,13,45.437977077241726,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
llaillay,24608,30.2704696439053,24502.491911838984,3.6222095103168246,20.57851398664614,1.9413899694431545,0.42373170956598677,48.71177334113491,1.0501946006752044e-14,13,123.01068613420556,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
los andes,66708,95.80216606901688,66371.10143888314,9.449908948745902,58.848960541152636,6.396735801540625,1.2232552409741038,165.17753451543044,7.708846117113376e-14,13,143.61420829438282,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
nogales,22120,31.03448043056143,22022.77647888504,4.455109801933407,22.421400672575274,1.5246088894583092,0.1853197485142861,37.60260157191173,8.481133390900015e-15,13,140.30054444195946,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
olmue,17516,17.488830651072064,17449.84410901453,1.2757102719450357,9.520856196765973,1.4370214326111248,0.32112490815464173,36.13234752492611,5.327101894947351e-15,13,99.84488839388024,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
panquehue,7273,9.822241225310577,7240.6908751407145,1.072126556351615,6.231716056222631,0.5731962379381556,0.08013963804512163,14.529705145416308,9.17060802139341e-16,13,135.05075244480378,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
papudo,6356,9.227500009740215,6325.745153540886,3.3636120004736583,10.233604283221633,0.29774610722676875,0.030286233886573696,7.102097824562338,6.993824782878866e-16,13,145.1777849235402,3.2812402751524155,0.049999999999999996,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
petorca,9826,1.9247723142308792,9792.571029529676,0.024343704967343976,1.1889038804745755,1.1924531887597078,0.6536716299390783,28.444825751952905,0,13,19.588564158669644,2.104614219824814,3.9062499999999997e-4,0,2020-04-27, Sin cuarentena,Cuarentena dinámica
puchuncavi,18546,30.44855489922585,18448.021015078142,10.842725786984627,33.65953011460874,0.9399454459238658,0.08711186586379271,22.001116809252252,5.948392379123648e-15,13,164.17855547948804,3.2812402751524155,0.049999999999999996,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
putaendo,16754,24.00054306307911,16674.381255584893,4.523784407159517,19.8542295011397,1.2075465101122993,0.23387628850445882,29.798764645108946,4.862389935276034e-15,13,143.25261467756422,2.6906201375762078,0.024999999999999998,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
quillota,90517,83.63027341780632,90146.05183212543,5.075518752468907,42.932595531341605,8.510905926074217,2.3453736188891567,228.4535006279974,1.4223555621460053e-13,13,92.39178653491201,2.1738275171970263,0.0031249999999999997,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
quilpue,151708,179.33470085479215,151050.7555635492,15.574961082770493,105.5800232070678,13.29510185136779,2.8971590984559694,340.5624903563081,3.992175149554424e-13,13,118.21044431064423,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
quintero,31923,48.97785622105739,31758.39701184551,6.481231768102875,34.02074353902766,2.766475359576989,0.448344777102243,71.90833648963225,1.7646002313975267e-14,13,153.42497954784133,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
rinconada,10207,4.88948941811123,10177.351188855875,0.24653870491815916,2.4948379372411345,0.7571572209484072,0.28652311530764635,21.01426474759829,1.8123639590376073e-15,13,47.903295954846975,2.136913758598513,0.0015624999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
san antonio,91350,85.28923809282638,90913.83303596136,3.267295126790809,37.29138728435789,10.88393134469123,3.2703921022918694,296.1647200877047,1.4477024808520526e-13,13,93.365340003094,2.136913758598513,0.0015624999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
san esteban,18855,30.012195370754206,18762.8526115712,5.659667645456336,24.72229230844166,1.2545670967077611,0.13870168808484543,30.359964319355147,6.155388414025649e-15,13,159.17366942855585,2.6906201375762078,0.024999999999999998,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
san felipe,76844,113.89179612587948,76456.36178389833,11.979381965384256,71.94063075269001,7.0567883428412435,1.1990405512011524,181.57057836365797,1.0228327163819868e-13,13,148.21169658773553,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
santa maria,15241,22.48043874542515,15170.137075798622,4.359891294382759,18.792816075612606,0.9205697478263615,0.10021464203639553,24.208993696097274,4.023864421800545e-15,13,147.49976212469753,2.6906201375762078,0.024999999999999998,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
santo domingo,10900,3.1860654692650914,10848.949655318835,0.043129406258131636,1.840745897862228,1.6376964888322212,0.8806830335414211,43.462024385410515,0,13,29.22995843362469,2.1023071099124073,1.9531249999999998e-4,0,2020-04-27, Sin cuarentena,Cuarentena dinámica
valparaiso,296655,442.03600444275355,295050.6652757522,34.77061762668318,249.92973896439744,32.10798490226976,6.294527816987519,839.1958504946421,1.523929191474365e-12,13,149.00676019037385,2.247655034394052,0.0062499999999999995,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
villa alemana,126548,160.89630414441078,126011.80742559378,18.250891093105217,106.45017315862877,9.318174777206417,1.5503650216192344,239.7266662112461,2.777336547047929e-13,13,127.14251046591868,2.395310068788104,0.012499999999999999,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
viña del mar,334248,480.2971623352241,332312.3207277716,31.4133579557642,251.3563567330018,42.57542142381351,10.100748458539359,1119.9362253220252,1.9341648551073397e-12,13,143.6948500320792,2.1738275171970263,0.0031249999999999997,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
zapallar,7339,9.941317665961472,7306.739886811971,3.7194503041021183,11.199368521204548,0.30292091364932355,0.028814240071445896,7.0682415430418,9.330063534592989e-16,13,135.45875004716547,3.2812402751524155,0.049999999999999996,0.5,2020-04-27,Cuarentena,Cuarentena dinámica
algarrobo,13817,6.750504001465154,13764.518381715032,0.17117846490564087,2.5159893816575223,1.3132831162998817,0.5392307890524135,41.19143253158299,3.318151445412073e-15,14,48.856510106862224,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
cabildo,19388,26.994729908499533,19304.3277852877,5.429277783426904,22.97774603236243,1.1115928430124808,0.13187891816607028,27.02698922683118,6.514794481634979e-15,14,139.23421656952513,2.6906201375762078,0.024999999999999998,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
calera,50554,52.27844844054096,50320.505763710695,2.912101918050648,25.709310303376643,5.162183219548562,1.4088482794919404,146.02334412830848,4.433495134275582e-14,14,103.41110187233643,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
calle larga,14832,11.834806039513554,14775.771420137447,0.6678316915797109,5.92978711833662,1.2899602614376833,0.4120691947766457,36.134125556908,3.821157151630258e-15,14,79.79238160405578,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
cartagena,22738,19.92817207052328,22635.816260775482,0.6909498299495519,8.092036045908563,2.562472878295892,0.7684612327956388,70.18164716704909,8.973317063528161e-15,14,87.6425898079131,2.136913758598513,0.0015624999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
casablanca,26867,21.420312177869793,26759.70699211439,0.8372566475904615,9.081444825785928,2.529237070420931,0.7185953497405454,72.70616181420765,1.253635981995218e-14,14,79.72721992730781,2.136913758598513,0.0015624999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
catemu,13998,15.170797047866602,13945.737518733526,1.2064636640293256,8.491801655124082,1.0132176834240723,0.15842830690048287,26.221772909129463,3.4017183737164364e-15,14,108.37831867314331,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
concon,42152,33.70832416502915,41978.17690629185,1.5188713908069262,15.41586275249303,4.126794243529125,1.344123517203057,117.7091176390975,3.0852728677286353e-14,14,79.96850485155899,2.136913758598513,0.0015624999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
el quisco,15955,3.8181119555245275,15911.45063846446,0.05841763783100895,1.496631265383158,1.5353277436099062,0.8475237099174476,35.873349223276435,0,14,23.930504265274383,2.1184568792992566,7.812499999999999e-4,0,2020-04-28, Sin cuarentena,Cuarentena dinámica
el tabo,13286,6.768194197368979,13240.353443566693,0.17793647235571036,2.5371366570137375,1.3197097670325217,0.5458914632368781,34.29768787629828,3.0689939395006576e-15,14,50.94230165112885,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
hijuelas,17988,20.71630868751427,17915.54277336953,1.5914375151451516,11.420049593401636,1.4212041920649288,0.2279936921957929,37.08023295015149,5.614956761910783e-15,14,115.16738207423991,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
juan fernandez,926,0.9813580499121679,922.0102559481393,0.042613189266765494,0.4154093036886158,0.09053664225699527,0.01783356417027901,2.441993302565545,1.4880386019859786e-17,14,105.97819113522331,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
la ligua,35390,53.36792808839015,35212.06296560913,5.686816684702029,33.329895213894105,3.1635763941895045,0.4576422756292577,81.93117573406279,2.16938993772627e-14,14,150.7994577236229,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
limache,46121,16.96742854619825,45977.170806227135,0.4518271573248489,7.232315620076819,3.900441187030355,1.8383166064628564,113.43886465578154,3.700405491134582e-14,14,36.78894331475521,2.109228439649628,3.9062499999999997e-4,0,2020-04-28, Sin cuarentena,Cuarentena dinámica
llaillay,24608,27.366995970655854,24502.49018574837,2.07598281874096,15.243343121907102,2.196795157466138,0.5402151077325761,58.12648207512049,1.0506121907355732e-14,14,111.21178466618926,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
los andes,66708,84.63976524135367,66371.09723529831,5.41568990590094,43.1874564203849,7.160951843412114,1.6070593890665414,194.89184190156664,7.712531063016541e-14,14,126.8809816534054,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
nogales,22120,28.580019684209496,22022.771579089702,2.556116519523274,16.780144472248445,1.8315105588680678,0.2767962818817846,47.203833393562554,8.484855173898868e-15,14,129.2044289521225,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
olmue,17516,15.025761881318324,17449.843929907063,0.7307140495231164,6.894946365141071,1.550853120238274,0.40734619411130923,41.56644848261198,5.328940028094657e-15,14,85.78306623269197,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
panquehue,7273,8.758931074587833,7240.689934890121,0.61489306491524,4.595570787747984,0.6594982932945428,0.11453141232141097,17.566640477011628,9.174660856264325e-16,14,120.43078612110317,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
papudo,6356,9.72008641068109,6325.731934307582,1.939390207934188,8.19729981914966,0.40748575374274726,0.04815100032017981,9.955652500587297,6.99632694558359e-16,14,152.9277282989473,2.6906201375762078,0.024999999999999998,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
petorca,9826,1.464564831576967,9792.570951386497,0.014018555426126188,0.9137622505133577,1.1123603885012612,0.7252188212646609,29.199123766221987,0,14,14.90499523282075,2.104614219824814,3.9062499999999997e-4,0,2020-04-28, Sin cuarentena,Cuarentena dinámica
puchuncavi,18546,32.0903681562326,18447.99078599965,6.239311366767735,26.8403059966631,1.3068782432794603,0.14350859261922466,31.38884164479149,5.950816964901306e-15,14,173.03120972841907,2.6906201375762078,0.024999999999999998,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
putaendo,16754,22.95028085200206,16674.376173832166,2.5956249602476498,15.089864033170276,1.4493237961233854,0.3063290791111968,37.23240344717841,4.864456016804878e-15,14,136.9838895308706,2.395310068788104,0.012499999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
quillota,90517,70.51337146614812,90146.05092149336,2.907404276662893,31.048002239475736,8.875937520429842,2.8560279744536095,254.7483350294941,1.422826795909639e-13,14,77.90069430731036,2.136913758598513,0.0015624999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
quilpue,151708,156.6782298834683,151050.751637448,8.922920909270266,77.03152756795062,14.608224788441234,3.6948652095380363,396.3125941932819,3.9937719645064863e-13,14,103.27618179889545,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
quintero,31923,44.606698913741425,31758.39097215629,3.717514291471854,25.367699362684018,3.214963512352513,0.6143332986768623,87.08781846479765,1.765463610171419e-14,14,139.73216462657464,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
rinconada,10207,4.03658151404112,10177.351120329937,0.14124880995090391,1.8220106399469465,0.7528447266293202,0.33195254856455075,22.60424143092997,1.812694944440616e-15,14,39.54718834173724,2.1184568792992566,7.812499999999999e-4,0,2020-04-28, Sin cuarentena,Cuarentena dinámica
san antonio,91350,69.52730958485778,90913.83292920803,1.8711219113933621,26.674444036961603,11.014052847559007,3.923427982973343,323.1567144282344,1.448210878710398e-13,14,76.11090266541629,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
san esteban,18855,28.71919767169181,18762.84650807448,3.2471097552342743,18.77564980268491,1.5772232552010623,0.2139757138873111,39.62033572682568,6.158277930113929e-15,14,152.31608417762826,2.395310068788104,0.012499999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
san felipe,76844,101.2851518161112,76456.35496354185,6.866808319580139,52.96507549486232,8.019869769425508,1.622447851771627,216.8856832064002,1.0233325757507208e-13,14,131.80619412850868,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
santa maria,15241,21.6029456793665,15170.132180242625,2.5015854425245183,14.29675647116834,1.164692140891996,0.1554488269059772,31.146391196520856,4.025602700230107e-15,14,141.7423113927334,2.395310068788104,0.012499999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
santo domingo,10900,2.4393115928105304,10848.949653831634,0.024699523261359567,1.4027936072925522,1.5322170846722842,0.9789448228713544,44.672379537460536,0,14,22.37900543862872,2.1023071099124073,1.9531249999999998e-4,0,2020-04-28, Sin cuarentena,Cuarentena dinámica
valparaiso,296655,382.8582143811694,295050.65890457213,19.917750504712263,181.48358985479294,35.36661757973395,8.221006911123705,976.4939161962318,1.5247058765277235e-12,14,129.05840602085567,2.1738275171970263,0.0031249999999999997,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
villa alemana,126548,144.76648610651478,126011.80138948273,10.45740109597421,78.53165949506447,10.763523958301338,2.1094555082516195,289.5700843531437,2.7784801390012187e-13,14,114.39650259704995,2.247655034394052,0.0062499999999999995,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
viña del mar,334248,408.17561680733934,332312.3149730511,17.994600729402528,181.67201488904774,45.32088913528369,12.65527374396817,1269.8666316438728,1.9351447114540415e-12,14,122.11759436326899,2.136913758598513,0.0015624999999999999,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
zapallar,7339,10.572306695241274,7306.727662923224,2.1421655158818593,8.965373104424675,0.4235407336487924,0.04698949489040531,10.121961532690158,9.33311467239747e-16,14,144.0565021834211,2.6906201375762078,0.024999999999999998,0.5,2020-04-28,Cuarentena,Cuarentena dinámica
algarrobo,13817,5.354755826626358,13764.51837956072,0.09802742908641389,1.7883774976114784,1.2773538834314326,0.6180277760304065,43.3450780264889,3.3187852606209508e-15,15,38.75483698795946,2.109228439649628,3.9062499999999997e-4,0,2020-04-29, Sin cuarentena,Cuarentena dinámica
cabildo,19388,26.080652094287792,19304.322125355397,3.114733534778311,17.520609502412263,1.4042845981604206,0.1985744887468191,35.35902042621607,6.517429865084631e-15,15,134.51955897610787,2.395310068788104,0.012499999999999999,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
calera,50554,43.81536737255219,50320.50542886526,1.6679487643147446,18.500511654718206,5.39239245051306,1.718579272664854,162.39977161998524,4.4351450319136866e-14,15,86.67042642036671,2.136913758598513,0.0015624999999999999,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
calle larga,14832,9.91833000534127,14775.77133467413,0.3825189961018716,4.281629246755839,1.3296848434771698,0.4894668104629067,39.86703542373007,3.8222623260451834e-15,15,66.8711569939406,2.136913758598513,0.0015624999999999999,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
cartagena,22738,16.134493782623466,22635.816244023357,0.3956888769676508,5.746905551454831,2.5861760450588167,0.9222096054933921,76.43828211504862,8.976274920741794e-15,15,70.95828033522503,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
casablanca,26867,17.469910867106233,26759.7069532673,0.47949350852377265,6.470526821719431,2.5745241361884297,0.8703495739658013,79.42824182519472,1.254008493745109e-14,15,65.02367539027891,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
catemu,13998,13.14988429179991,13945.73727077023,0.6911288649195524,6.159297637464429,1.1319711918269888,0.2192213679059272,30.911225875853138,3.402970547930467e-15,15,93.9411651078719,2.1738275171970263,0.0031249999999999997,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
concon,42152,27.73748875572555,41978.176742664196,0.8699446805108223,11.070458803419173,4.187946835956058,1.5917311718148046,128.36568708838794,3.0861897195827235e-14,15,65.80349391660076,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
el quisco,15955,2.9459864291938516,15911.450634446766,0.03345685303175949,1.0942422526785864,1.4409192614253885,0.9396433745340419,37.17511738237149,0,15,18.464346156025393,2.1184568792992566,7.812499999999999e-4,0,2020-04-29, Sin cuarentena,Cuarentena dinámica
el tabo,13286,5.381160527140427,13240.353441650108,0.10189716143951479,1.8017753653232582,1.2845273812714746,0.6250740492588294,36.45212386545885,3.0696021241894273e-15,15,40.502487785190624,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
hijuelas,17988,17.89057915363997,17915.54245697311,0.9116524093632562,8.27455516611561,1.5786035726558048,0.31326594371968863,43.48888678139583,5.617166190646189e-15,15,99.45841201712237,2.1738275171970263,0.0031249999999999997,0.5,2020-04-29,Cuarentena,Cuarentena dinámica
